host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,solo.dual.count,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8,prop.gp.9,prop.gp.10,prop.gp.11,prop.gp.12,prop.gp.13,prop.gp.14,prop.gp.15,prop.gp.16,prop.gp.17,prop.gp.18,prop.gp.19,prop.gp.20,prop.gp.21,prop.gp.22,prop.gp.23,prop.gp.24,prop.gp.25,prop.gp.26,prop.gp.27,prop.gp.28,prop.gp.29,prop.gp.30,prop.gp.31,prop.gp.32
200709_20-07994_HIV07-01067_FL21_S1_L000,2000_to_2250,2125,467,3409,1,1,0.011314372520768558,0.011314372520768558,0.0134388579,0.0569466707,0.017397781277738465,0.017397781277738465,0.012388346958404123,0.012388346958404123,0.014714491155765948,0.06235212014299711,0.01904920050841769,0.01904920050841769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2000_to_2250,2125,819,2705,1,1,0.020487552095489865,0.020487552095489865,0.0178865747,0.0824939136,0.027363784749897153,0.027363784749897153,0.022432256249422782,0.022432256249422782,0.019584390815688066,0.09032433939730253,0.02996118953610223,0.02996118953610223,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2000_to_2250,2125,915,2440,1,1,0.02284927353483609,0.02284927353483609,0.01778006,0.06979651159999999,0.025319137467969533,0.025319137467969533,0.025018155251423754,0.025018155251423754,0.019467765606702925,0.07642168406598862,0.027722461768426018,0.027722461768426018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2000_to_2250,2125,707,3098,1,1,0.023518668160038756,0.023518668160038756,0.017698271,0.1126864409,0.037839206994997814,0.037839206994997814,0.02575108965444783,0.02575108965444783,0.019378213092189105,0.12338277927604192,0.04143095200590612,0.04143095200590612,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2010_to_2260,2135,414,2787,1,1,0.009454887513168284,0.009454887513168284,0.016660375,0.061210162600000007,0.021941772704040192,0.021941772704040192,0.010422949031314393,0.010422949031314393,0.01836618777597654,0.0674773130922717,0.024188334153354807,0.024188334153354807,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2010_to_2260,2135,471,3400,1,1,0.01020252914361765,0.01020252914361765,0.0134054302,0.044054780599999996,0.013960389418110855,0.013960389418110855,0.01124713975775184,0.01124713975775184,0.014777977582794307,0.04856543582776787,0.015389757642236731,0.015389757642236731,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2010_to_2260,2135,816,2597,1,1,0.01677772338767807,0.01677772338767807,0.0181765274,0.08848755650000002,0.029853029437911103,0.029853029437911103,0.01849555116205299,0.01849555116205299,0.020037575105217174,0.09754756891824665,0.03290960403582936,0.03290960403582936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2010_to_2260,2135,883,2393,1,1,0.022871870137317167,0.022871870137317167,0.0225848994,0.0668575989,0.0251594531830669,0.0251594531830669,0.02521366186113562,0.02521366186113562,0.024897308931037854,0.07370297581226846,0.02773546462796289,0.02773546462796289,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2010_to_2260,2135,692,3050,1,1,0.027777898951147573,0.027777898951147573,0.0180294262,0.11477131460000001,0.03628365561580352,0.03628365561580352,0.030622006296909764,0.030622006296909764,0.019875412593192594,0.12652245314041716,0.03999864542296995,0.03999864542296995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2020_to_2270,2145,445,3015,1,1,0.006001655977280264,0.006001655977280264,0.0202995105,0.0402150084,0.011993675614576375,0.011993675614576375,0.006659849895696399,0.006659849895696399,0.022525731797672446,0.044625336825710384,0.013309006646353944,0.013309006646353944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2020_to_2270,2145,490,3453,1,1,0.010149990314364322,0.010149990314364322,0.012852964,0.0383983815,0.013785177718437461,0.013785177718437461,0.011263126742408086,0.011263126742408086,0.014262532087615572,0.04260948278204578,0.015296980489690746,0.015296980489690746,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2020_to_2270,2145,816,2571,1,1,0.016164812866122136,0.016164812866122136,0.0178143196,0.09420737340000002,0.03225996263298358,0.03225996263298358,0.017937587173928755,0.017937587173928755,0.019767993197058593,0.10453897529063973,0.03579787138579145,0.03579787138579145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2020_to_2270,2145,912,2468,1,1,0.028818754642868722,0.028818754642868722,0.021882276399999998,0.07354785959999999,0.027000617928561732,0.027000617928561732,0.0319792705261631,0.0319792705261631,0.024282077605217983,0.08161375909248986,0.02996174108879166,0.02996174108879166,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2020_to_2270,2145,717,3142,1,1,0.02850435539471676,0.02850435539471676,0.0175208006,0.11587864230000003,0.038727460874145844,0.038727460874145844,0.03163039151544701,0.03163039151544701,0.019442284344546066,0.12858690447379123,0.042974651869357276,0.042974651869357276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2030_to_2280,2155,397,2877,1,1,0.005014887009871389,0.005014887009871389,0.0082791091,0.03232321810000001,0.010626658950879067,0.010626658950879067,0.0056006258653147345,0.0056006258653147345,0.009246109129866863,0.03609857031369329,0.011867852827993821,0.011867852827993821,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2030_to_2280,2155,474,3349,1,1,0.010050919113078538,0.010050919113078538,0.0130405052,0.038418212699999996,0.013276944790580815,0.013276944790580815,0.011224866571089011,0.011224866571089011,0.014563636344373855,0.042905460347012106,0.01482769208161873,0.01482769208161873,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2030_to_2280,2155,792,2502,1,1,0.025454285247282184,0.025454285247282184,0.0216456773,0.0977695878,0.03721783385873942,0.03721783385873942,0.028427346031607584,0.028427346031607584,0.024173892636066594,0.10918907668228457,0.041564877244480165,0.041564877244480165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2030_to_2280,2155,918,2414,1,1,0.03051777018015744,0.03051777018015744,0.0219260082,0.0802531269,0.027940190207563262,0.027940190207563262,0.03408224605784364,0.03408224605784364,0.02448696618813197,0.08962669296512278,0.031203604717368372,0.031203604717368372,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2030_to_2280,2155,704,3181,1,1,0.0266047120065074,0.0266047120065074,0.0218072847,0.10295107760000001,0.036969656325620714,0.036969656325620714,0.0297121426483976,0.0297121426483976,0.02435437578208457,0.1149757645453654,0.041287712572885646,0.041287712572885646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2040_to_2290,2165,396,2880,1,1,0.005103225335555559,0.005103225335555559,0.0084136103,0.032890775,0.010377684087630738,0.010377684087630738,0.00573548685755546,0.00573548685755546,0.009456010292947388,0.03696576093416361,0.011663422009169188,0.011663422009169188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2040_to_2290,2165,502,3232,1,1,0.010780615248607675,0.010780615248607675,0.0176920469,0.0525936852,0.01508787371720861,0.01508787371720861,0.012116274122553516,0.012116274122553516,0.019883994102948638,0.05910975322867457,0.01695717820073209,0.01695717820073209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2040_to_2290,2165,815,2580,1,1,0.019261141827713175,0.019261141827713175,0.0177117663,0.0746048483,0.02727240653888365,0.02727240653888365,0.02164749125316337,0.02164749125316337,0.01990615662803858,0.0838479782488355,0.03065130755403889,0.03065130755403889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2040_to_2290,2165,945,2304,1,1,0.03024191231775169,0.03024191231775169,0.022798746,0.0921978378,0.03325563367686127,0.03325563367686127,0.03398871874955658,0.03398871874955658,0.025623385105237532,0.10362064228530928,0.03737582359226786,0.03737582359226786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2040_to_2290,2165,707,3250,1,1,0.0449807379455385,0.0449807379455385,0.0179869853,0.11967579550000002,0.0386261031296633,0.0386261031296633,0.05055360372435851,0.05055360372435851,0.020215473746851974,0.13450296765761385,0.043411664641817733,0.043411664641817733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2050_to_2300,2175,346,2580,1,1,0.005260331709651157,0.005260331709651157,0.0086693651,0.0337805995,0.011103025866308118,0.011103025866308118,0.005951158958534049,0.005951158958534049,0.009807892853032426,0.03821692783560364,0.012561160683058273,0.012561160683058273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2050_to_2300,2175,434,2286,1,1,0.01626763849033245,0.01626763849033245,0.0134878988,0.058280696699999995,0.022080787329161033,0.022080787329161033,0.018404029988891207,0.018404029988891207,0.015259233486768787,0.06593456637714802,0.024980606277039533,0.024980606277039533,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2050_to_2300,2175,696,2161,1,1,0.02678168028130496,0.02678168028130496,0.0183701828,0.08677180029999998,0.033131551550155874,0.033131551550155874,0.030298856674430562,0.030298856674430562,0.020782696600587187,0.09816734099791537,0.03748264191326412,0.03748264191326412,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2050_to_2300,2175,848,2099,1,1,0.025837496191948563,0.025837496191948563,0.0184045129,0.08644208430000001,0.031903542327231235,0.031903542327231235,0.029230675063075244,0.029230675063075244,0.020821535193557957,0.09779432415497147,0.03609336106719842,0.03609336106719842,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2050_to_2300,2175,604,3220,1,1,0.03594336042375775,0.03594336042375775,0.0187703439,0.10952591539999999,0.040446433557818524,0.040446433557818524,0.040663719170639406,0.040663719170639406,0.021235409936279048,0.1239097016312641,0.045758170528817525,0.045758170528817525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2060_to_2310,2185,348,2616,1,1,0.005047790371980121,0.005047790371980121,0.0090345893,0.0296306933,0.010164967650980489,0.010164967650980489,0.005750017816782048,0.005750017816782048,0.01029144350579086,0.033752791190449105,0.011579075356337154,0.011579075356337154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2060_to_2310,2185,427,2227,1,1,0.01342712302514593,0.01342712302514593,0.0136740917,0.0494382264,0.01793153707123176,0.01793153707123176,0.015295048116752027,0.015295048116752027,0.01557637403877935,0.056315865295846736,0.020426097370090324,0.020426097370090324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2060_to_2310,2185,723,2226,1,1,0.01734931874600178,0.01734931874600178,0.0228258881,0.0766083328,0.03142999654305506,0.03142999654305506,0.019762883271122866,0.019762883271122866,0.026001330005189487,0.08726576304736121,0.03580240596106048,0.03580240596106048,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2060_to_2310,2185,872,2117,1,1,0.022604807251771376,0.022604807251771376,0.0231347106,0.09026811279999998,0.03356991507435853,0.03356991507435853,0.02574949331575002,0.02574949331575002,0.026353114597331057,0.10282583440240683,0.038240020991541675,0.038240020991541675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2060_to_2310,2185,666,3506,1,1,0.021888763795293805,0.021888763795293805,0.0187083561,0.08873768400000001,0.0308370453630301,0.0308370453630301,0.024933836894043045,0.024933836894043045,0.02131098420703726,0.10108249876070423,0.035126965897512824,0.035126965897512824,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2070_to_2320,2195,344,2590,1,1,0.005196373349575286,0.005196373349575286,0.0128901131,0.0342332152,0.010715938009368433,0.010715938009368433,0.005961582399452552,0.005961582399452552,0.014788289103629082,0.039274339906633524,0.012293948708573234,0.012293948708573234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2070_to_2320,2195,412,2250,1,1,0.009554824683777774,0.009554824683777774,0.0143379766,0.0465955593,0.01799578547553209,0.01799578547553209,0.010961851821005128,0.010961851821005128,0.01644936250573851,0.05345714165019179,0.02064581405876553,0.02064581405876553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2070_to_2320,2195,688,2303,1,1,0.021615607664524507,0.021615607664524507,0.0186643264,0.07662222939999999,0.02951219308530432,0.02951219308530432,0.024798685070777933,0.024798685070777933,0.02141280317607893,0.08790548782165362,0.0338581081517123,0.0338581081517123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2070_to_2320,2195,800,2012,1,1,0.021136801997316115,0.021136801997316115,0.0187802088,0.0919200247,0.031472257560213705,0.031472257560213705,0.02424937130012268,0.02424937130012268,0.02154575022005967,0.10545601028716546,0.03610680836805973,0.03610680836805973,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2070_to_2320,2195,620,3611,1,1,0.02001039377795624,0.02001039377795624,0.0144509236,0.0848486618,0.029141117166593882,0.029141117166593882,0.022957090133357904,0.022957090133357904,0.01657894188773692,0.0973433305836897,0.03343238822802251,0.03343238822802251,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2080_to_2330,2205,303,2308,1,1,0.005270385877946272,0.005270385877946272,0.0094120285,0.026671624199999997,0.010683810528817783,0.010683810528817783,0.006091719568972813,0.006091719568972813,0.01087879322785411,0.03082811369757643,0.012348768985195841,0.012348768985195841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2080_to_2330,2205,355,1929,1,1,0.014729159120839807,0.014729159120839807,0.0141193544,0.0656450643,0.0242979657460078,0.0242979657460078,0.017024542211679202,0.017024542211679202,0.016319705898509777,0.07587515071261074,0.028084545771222512,0.028084545771222512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2080_to_2330,2205,596,2021,1,1,0.01837367698604649,0.01837367698604649,0.0190991612,0.085063513,0.03248434082782528,0.03248434082782528,0.021237019497612173,0.021237019497612173,0.022075562724895484,0.0983197585049684,0.03754668050665703,0.03754668050665703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2080_to_2330,2205,677,1722,1,1,0.020858839143263665,0.020858839143263665,0.019112968,0.1087341824,0.029968525914261492,0.029968525914261492,0.024109467795665404,0.024109467795665404,0.022091521168108693,0.1256792504537543,0.03463880254557647,0.03463880254557647,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2080_to_2330,2205,520,3190,1,1,0.013758563026927892,0.013758563026927892,0.014765213300000002,0.06756795199999999,0.02619811640887135,0.02619811640887135,0.01590268901994369,0.01590268901994369,0.017066215051926525,0.0780977000481428,0.030280814743746606,0.030280814743746606,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2090_to_2340,2215,275,2102,1,1,0.005216062889628926,0.005216062889628926,0.0092735582,0.0344614708,0.010798991424429994,0.010798991424429994,0.006074642748194189,0.006074642748194189,0.01080001416041101,0.04013393398755943,0.012576538345551223,0.012576538345551223,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2090_to_2340,2215,333,1748,1,1,0.012763883752059477,0.012763883752059477,0.0144409166,0.0607468264,0.02188486934390897,0.02188486934390897,0.014864857942454315,0.014864857942454315,0.016817935511453885,0.07074593927927571,0.025487185578127028,0.025487185578127028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2090_to_2340,2215,556,1820,1,1,0.014188547678901101,0.014188547678901101,0.0145754678,0.087794734,0.032661013875662066,0.032661013875662066,0.016524025896316543,0.016524025896316543,0.01697463424930192,0.10224601495567448,0.038037116362792736,0.038037116362792736,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2090_to_2340,2215,636,1565,1,1,0.02456510015520768,0.02456510015520768,0.0188201592,0.07443311109999999,0.02822827217138216,0.02822827217138216,0.02860859055461124,0.02860859055461124,0.021918014798374748,0.08668502817866024,0.032874731855876346,0.032874731855876346,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2090_to_2340,2215,485,2946,1,1,0.017944913606585206,0.017944913606585206,0.014503569600000002,0.0708203786,0.025983988461107606,0.025983988461107606,0.020898701111130395,0.020898701111130395,0.0168909013863208,0.08247762889175254,0.030261032202711403,0.030261032202711403,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2100_to_2350,2225,238,1780,1,1,0.005351718777640454,0.005351718777640454,0.0095962292,0.027076439499999997,0.010826860862447257,0.010826860862447257,0.006281068934361216,0.006281068934361216,0.011262657777713937,0.031778385610826784,0.012706994191079577,0.012706994191079577,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2100_to_2350,2225,265,1447,1,1,0.014114484154733922,0.014114484154733922,0.0195846108,0.0532376481,0.017724819374036593,0.017724819374036593,0.01656552812887526,0.01656552812887526,0.022985566992305723,0.062482606338817186,0.020802814378544428,0.020802814378544428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2100_to_2350,2225,479,1621,1,1,0.016427039117026507,0.016427039117026507,0.0151088589,0.0810307478,0.028858238584032286,0.028858238584032286,0.019279668713643238,0.019279668713643238,0.017732580543456323,0.09510210343284073,0.033869602159937534,0.033869602159937534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2100_to_2350,2225,565,1328,1,1,0.02622153498042169,0.02622153498042169,0.0242610751,0.0861926033,0.029323703306023977,0.029323703306023977,0.030775023057061247,0.030775023057061247,0.02847412045668073,0.10116033847317413,0.03441589693490927,0.03441589693490927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2100_to_2350,2225,425,2670,1,1,0.017927339978127337,0.017927339978127337,0.014705329500000001,0.06955823139999999,0.024563421536312986,0.024563421536312986,0.021040503600974626,0.021040503600974626,0.01725897643910185,0.0816373327016028,0.028828970718333975,0.028828970718333975,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2110_to_2360,2235,205,1653,1,1,0.005379964382214153,0.005379964382214153,0.013753872100000002,0.033317979,0.010829018726618843,0.010829018726618843,0.00636560704436178,0.00636560704436178,0.016273666312076693,0.03942203828104368,0.01281296175818188,0.01281296175818188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2110_to_2360,2235,235,1291,1,1,0.015486078072192105,0.015486078072192105,0.020441184,0.050162293499999996,0.01889415406715403,0.01889415406715403,0.01832322310381396,0.01832322310381396,0.02418613500410267,0.059352335104777776,0.022355679644413106,0.022355679644413106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2110_to_2360,2235,384,1361,1,1,0.016753408447979422,0.016753408447979422,0.015175525000000002,0.07917507680000001,0.027273378146900836,0.027273378146900836,0.0198227362222122,0.0198227362222122,0.017955774793091007,0.093680439276169,0.032270029264395206,0.032270029264395206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,2110_to_2360,2235,494,1147,1,1,0.021405977794071496,0.021405977794071496,0.0252658255,0.07482321330000001,0.028957580624779298,0.028957580624779298,0.02532768497276073,0.02532768497276073,0.029894680588614622,0.0885312875376774,0.03426278802554196,0.03426278802554196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,2110_to_2360,2235,378,2286,1,1,0.018420100131014864,0.018420100131014864,0.0205901623,0.0831988787,0.0287073620246951,0.0287073620246951,0.02179477610288204,0.02179477610288204,0.02436240704766344,0.09844142650583068,0.03396672783440166,0.03396672783440166,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,2120_to_2370,2245,202,1594,1,1,0.005517839984943543,0.005517839984943543,0.0138245863,0.0374372797,0.011025227985862765,0.011025227985862765,0.006585117350215305,0.006585117350215305,0.016498579761661986,0.04467851202101426,0.01315776106191798,0.01315776106191798,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,2120_to_2370,2245,246,1324,1,1,0.019730568690936562,0.019730568690936562,0.0147273539,0.054623267399999995,0.021915517996333168,0.021915517996333168,0.023546915200664455,0.023546915200664455,0.017575963412183534,0.06518866564864158,0.026154484035492725,0.026154484035492725,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,2120_to_2370,2245,377,1291,1,1,0.023887222560960493,0.023887222560960493,0.0153250489,0.0887371606,0.03221971761798916,0.03221971761798916,0.028507561684256576,0.028507561684256576,0.01828926639403454,0.10590097166108396,0.03845175323753595,0.03845175323753595,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
