host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,solo.dual.count,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8,prop.gp.9,prop.gp.10,prop.gp.11,prop.gp.12,prop.gp.13,prop.gp.14,prop.gp.15,prop.gp.16,prop.gp.17,prop.gp.18,prop.gp.19,prop.gp.20,prop.gp.21,prop.gp.22,prop.gp.23,prop.gp.24,prop.gp.25,prop.gp.26,prop.gp.27,prop.gp.28,prop.gp.29,prop.gp.30,prop.gp.31,prop.gp.32
200724_20-08522_HIV11-02415_FL24_S18_L000,3470_to_3720,3595,428,1430,1,1,0.018421248359160845,0.018421248359160845,0.039136791100000005,0.0883829923,0.020063017759077678,0.020063017759077678,0.030473713752000142,0.030473713752000142,0.06474280927655633,0.1462093097808994,0.033189643191981796,0.033189643191981796,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3470_to_3720,3595,308,1756,1,1,0.017993905148006847,0.017993905148006847,0.0172201161,0.0844143007,0.021626294803968018,0.021626294803968018,0.02976677280876644,0.02976677280876644,0.028486717000731746,0.13964402335565973,0.03577572510414331,0.03577572510414331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3480_to_3730,3605,220,1642,1,133,0.006131377076735686,0.006131377076735686,0.0132609984,0.04284564639999999,0.012595662872503114,0.012595662872503114,0.010137765826438013,0.010137765826438013,0.02192605261778202,0.07084201875850334,0.02082597090867206,0.02082597090867206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3480_to_3730,3605,199,1536,1,1,0.009840649271028646,0.009840649271028646,0.0264530133,0.0525918291,0.01149566357985889,0.01149566357985889,0.01627076538292263,0.01627076538292263,0.04373804626314469,0.08695659084854424,0.019007205711472408,0.019007205711472408,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3480_to_3730,3605,247,731,1,1,0.012872357534746914,0.012872357534746914,0.0131696924,0.05607778000000001,0.023391417679154734,0.023391417679154734,0.021283464495536305,0.021283464495536305,0.021775085088797237,0.09272034562408246,0.038675930677863846,0.038675930677863846,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3480_to_3730,3605,439,1561,1,1,0.010835111624791807,0.010835111624791807,0.021732537400000005,0.06937762930000001,0.020088776614632677,0.020088776614632677,0.017915033275679063,0.017915033275679063,0.0359330982613131,0.11471063525117203,0.0332152647782014,0.0332152647782014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3480_to_3730,3605,316,1839,1,1,0.018269763415280044,0.018269763415280044,0.0174798641,0.08105157760000001,0.022674403554333936,0.022674403554333936,0.03020766475304448,0.03020766475304448,0.02890162629144718,0.13401262119237137,0.03749040233721389,0.03749040233721389,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3490_to_3740,3615,225,1665,1,132,0.006047543496036032,0.006047543496036032,0.0346856349,0.060122598799999996,0.013407392538849207,0.013407392538849207,0.00998616215510943,0.00998616215510943,0.05727554912029344,0.09927899174217206,0.022139302686770584,0.022139302686770584,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3490_to_3740,3615,215,1718,1,1,0.009832775124563433,0.009832775124563433,0.0263447863,0.0609485026,0.011562515930015215,0.011562515930015215,0.016236623497289143,0.016236623497289143,0.04350250777128729,0.10064278669077015,0.019092902609770646,0.019092902609770646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3490_to_3740,3615,280,763,1,1,0.013250967518086496,0.013250967518086496,0.0128580599,0.0590508476,0.025349591494728624,0.025349591494728624,0.02188100183726422,0.02188100183726422,0.021232203000387497,0.09750923493428,0.04185916668446804,0.04185916668446804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3490_to_3740,3615,427,1661,1,1,0.008304503290246843,0.008304503290246843,0.021750858300000002,0.059515049699999996,0.017820829768431353,0.017820829768431353,0.013713025218984,0.013713025218984,0.03591666569061973,0.09827576062299656,0.029427104728193328,0.029427104728193328,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3490_to_3740,3615,352,2064,1,1,0.020328335729021322,0.020328335729021322,0.0175632472,0.08097006000000001,0.023954766435007123,0.023954766435007123,0.033567688610519765,0.033567688610519765,0.02900176486939428,0.13370389967413016,0.0395559258341097,0.0395559258341097,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3500_to_3750,3625,257,1998,1,1,0.006018351335035037,0.006018351335035037,0.0347490177,0.0600041442,0.013219753675091197,0.013219753675091197,0.009919908583072217,0.009919908583072217,0.057275997984513084,0.09890343583040714,0.021789812632610987,0.021789812632610987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3500_to_3750,3625,219,2001,1,1,0.00989625161104448,0.00989625161104448,0.021895354,0.0481033395,0.011647943889707177,0.011647943889707177,0.016311761449545034,0.016311761449545034,0.03608960294650863,0.07928761612879631,0.01919903510684245,0.01919903510684245,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3500_to_3750,3625,312,935,1,1,0.016886678780534754,0.016886678780534754,0.0452302997,0.0873896637,0.02445229804613736,0.02445229804613736,0.027833920030465448,0.027833920030465448,0.07455205142262547,0.14404235092805157,0.04030415437059323,0.04030415437059323,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3500_to_3750,3625,478,1928,1,1,0.008746243437707465,0.008746243437707465,0.0216529738,0.051884760099999996,0.018352764436202557,0.018352764436202557,0.01441622971432063,0.01441622971432063,0.035690093298019025,0.08552044378838786,0.030250434931234936,0.030250434931234936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3500_to_3750,3625,382,2518,1,1,0.017553488203812535,0.017553488203812535,0.0175845712,0.0728978294,0.021701399736278187,0.021701399736278187,0.028933006500000746,0.028933006500000746,0.028984239879958584,0.12015579737638968,0.03576991264291716,0.03576991264291716,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3510_to_3760,3635,250,1987,1,1,0.005917735777805741,0.005917735777805741,0.0345097757,0.0594884871,0.012742190204122088,0.012742190204122088,0.009732225573761724,0.009732225573761724,0.05675429492339628,0.09783393467318464,0.020955627967606756,0.020955627967606756,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3510_to_3760,3635,211,1955,1,1,0.0055166395782097165,0.0055166395782097165,0.026552909300000004,0.052465778500000004,0.011586949672173325,0.011586949672173325,0.009072588368280664,0.009072588368280664,0.04366854362042092,0.08628448623543455,0.019055735530528955,0.019055735530528955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3510_to_3760,3635,288,916,1,1,0.014383365090611357,0.014383365090611357,0.0448184112,0.073933627,0.0197144967257017,0.0197144967257017,0.023654681254373942,0.023654681254373942,0.07370773282779831,0.1215902099159217,0.032422185851437,0.032422185851437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3510_to_3760,3635,440,1899,1,1,0.007706658631490256,0.007706658631490256,0.0214304068,0.052237987400000005,0.016802655276108924,0.016802655276108924,0.012674263102948407,0.012674263102948407,0.03524414758382672,0.08590986417521859,0.02763341208956181,0.02763341208956181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3510_to_3760,3635,395,2553,1,1,0.02037741853446926,0.02037741853446926,0.016953136,0.0710599179,0.024314037536099724,0.024314037536099724,0.03351241779536544,0.03351241779536544,0.027880890585459433,0.11686414808337704,0.039986526400469506,0.039986526400469506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3520_to_3770,3645,232,1919,1,1,0.006186029516779572,0.006186029516779572,0.0226323749,0.05662015720000001,0.012350296316648007,0.012350296316648007,0.010148566550574677,0.010148566550574677,0.03712982006425663,0.09288889293036255,0.020261430009158782,0.020261430009158782,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3520_to_3770,3645,207,1792,1,1,0.0054341633596540215,0.0054341633596540215,0.0215312651,0.04704673449999999,0.010978903799699827,0.010978903799699827,0.008915083310312703,0.008915083310312703,0.03532338088473466,0.07718309697122658,0.018011575205288687,0.018011575205288687,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3520_to_3770,3645,267,814,1,1,0.01323941952211302,0.01323941952211302,0.0320019847,0.0611453622,0.020041642926349582,0.020041642926349582,0.02172009198253706,0.02172009198253706,0.052501248272009395,0.10031277346195776,0.032879562968331784,0.032879562968331784,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3520_to_3770,3645,432,1848,1,1,0.007430245431818185,0.007430245431818185,0.0174915902,0.055706345500000004,0.01562357312089671,0.01562357312089671,0.012189780221282656,0.012189780221282656,0.028696042710202485,0.09138972794464943,0.0256314443933876,0.0256314443933876,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3520_to_3770,3645,370,2424,1,1,0.0295479143119224,0.0295479143119224,0.0172917466,0.08359177839999998,0.024399914431155058,0.024399914431155058,0.048475193015459994,0.048475193015459994,0.028368186842588995,0.13713751670149354,0.04002957870815608,0.04002957870815608,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3530_to_3780,3655,233,1969,1,1,0.005898343264753682,0.005898343264753682,0.0085240723,0.03324305339999999,0.011884140355964185,0.011884140355964185,0.009653163242312864,0.009653163242312864,0.013950402292263589,0.0544052129113453,0.019449452448147934,0.019449452448147934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3530_to_3780,3655,209,1806,1,1,0.005411828089368776,0.005411828089368776,0.0171029257,0.038356234,0.010865658569193965,0.010865658569193965,0.008856937896135238,0.008856937896135238,0.027990458725894885,0.06277338763494518,0.01778261643916805,0.01778261643916805,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3530_to_3780,3655,263,845,1,1,0.013167150885443797,0.013167150885443797,0.0168650638,0.049721148,0.01852893627954605,0.01852893627954605,0.021549213266864913,0.021549213266864913,0.027601176575507425,0.08137307998117017,0.03032425184232485,0.03032425184232485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3530_to_3780,3655,444,1941,1,1,0.00730552646573931,0.00730552646573931,0.016920116,0.050283310299999995,0.015698199866589387,0.015698199866589387,0.011956143679569915,0.011956143679569915,0.027691274396131744,0.08229310857343636,0.02569149998918716,0.02569149998918716,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3530_to_3780,3655,370,2449,1,1,0.017459438749489575,0.017459438749489575,0.0168899673,0.0587613199,0.02155076558077199,0.02155076558077199,0.028573924033060482,0.028573924033060482,0.027641933367714054,0.09616812516118547,0.03526974419938189,0.03526974419938189,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3540_to_3790,3665,234,1988,1,1,0.005800245633299795,0.005800245633299795,0.0125453285,0.028980896800000003,0.011360455852742013,0.011360455852742013,0.00946872975504983,0.00946872975504983,0.020479878399088634,0.04731045841968482,0.018545608783570013,0.018545608783570013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3540_to_3790,3665,227,1862,1,1,0.006360062763587548,0.006360062763587548,0.0212006856,0.0419913616,0.012671301207516276,0.012671301207516276,0.010382614692699724,0.010382614692699724,0.03460949333174572,0.06854965809625152,0.020685525125002373,0.020685525125002373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3540_to_3790,3665,281,908,1,1,0.014103166070704842,0.014103166070704842,0.0124813275,0.0452965588,0.018533455553335028,0.018533455553335028,0.023023002241048356,0.023023002241048356,0.020375398656097443,0.07394529494553835,0.03025531902550143,0.03025531902550143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3540_to_3790,3665,454,1984,1,1,0.00705387266008065,0.00705387266008065,0.0125373596,0.0333238624,0.015157768364233548,0.015157768364233548,0.011515238865296162,0.011515238865296162,0.02046686940510538,0.054400221543817046,0.024744609350090412,0.024744609350090412,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3540_to_3790,3665,377,2390,1,1,0.019748556550669472,0.019748556550669472,0.0167217172,0.07022087499999999,0.026223378047739717,0.026223378047739717,0.03223893553008485,0.03223893553008485,0.027297709651839638,0.11463350529861398,0.042808890467159924,0.042808890467159924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3550_to_3800,3675,235,1978,1,1,0.005682772410616781,0.005682772410616781,0.012833414,0.0286121102,0.011273110823698855,0.011273110823698855,0.009251797783551704,0.009251797783551704,0.020893349692974027,0.04658174542350999,0.018353109045433323,0.018353109045433323,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3550_to_3800,3675,234,1857,1,1,0.005515544776898226,0.005515544776898226,0.0255530208,0.052235775299999995,0.011575166373904112,0.011575166373904112,0.008979544006839571,0.008979544006839571,0.04160141637184298,0.08504208777387803,0.018844868466359205,0.018844868466359205,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3550_to_3800,3675,268,926,1,1,0.017512899382073437,0.017512899382073437,0.0209506691,0.0737576843,0.01916821875856392,0.01916821875856392,0.028511753063333662,0.028511753063333662,0.03410858995183086,0.12008068084017863,0.03120668416947357,0.03120668416947357,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3550_to_3800,3675,479,1995,1,1,0.007388033531829578,0.007388033531829578,0.0206445127,0.049330221800000004,0.015732120338202846,0.015732120338202846,0.012028036197065982,0.012028036197065982,0.033610154171145996,0.08031172176782973,0.025612568225261097,0.025612568225261097,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3550_to_3800,3675,404,2464,1,1,0.014546647697930196,0.014546647697930196,0.0165679119,0.0591484736,0.02310279426014913,0.02310279426014913,0.02368256780412065,0.02368256780412065,0.02697327281805806,0.09629625777914141,0.037612342231157586,0.037612342231157586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3560_to_3810,3685,235,1982,1,1,0.005685027934106958,0.005685027934106958,0.0082904612,0.032526852599999996,0.01148695377275141,0.01148695377275141,0.009229268697147847,0.009229268697147847,0.013459018130593976,0.05280520447699071,0.018648313448805007,0.018648313448805007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3560_to_3810,3685,233,1893,1,1,0.0054164889240359195,0.0054164889240359195,0.0252844463,0.051751955,0.011361373601835135,0.011361373601835135,0.008793313287897772,0.008793313287897772,0.04104763449996362,0.08401589294437367,0.018444442306243574,0.018444442306243574,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3560_to_3810,3685,269,932,1,1,0.02331077200160945,0.02331077200160945,0.020828421700000002,0.0653753499,0.018457459687604726,0.018457459687604726,0.03784350417173463,0.03784350417173463,0.03381357183023268,0.10613257795573848,0.02996447104537193,0.02996447104537193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3560_to_3810,3685,489,2009,1,1,0.007125745725236441,0.007125745725236441,0.020515516899999996,0.0451146536,0.014937047540023132,0.014937047540023132,0.011568179211786166,0.011568179211786166,0.03330559148091871,0.07324067094818161,0.02424931361583545,0.02424931361583545,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3560_to_3810,3685,382,2584,1,1,0.014001185125619209,0.014001185125619209,0.016304419,0.05696798789999999,0.02236282450930178,0.02236282450930178,0.02273000257880848,0.02273000257880848,0.026469151189055795,0.09248377907004235,0.036304573806097064,0.036304573806097064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3570_to_3820,3695,233,1881,1,1,0.005681763349707604,0.005681763349707604,0.0083370112,0.032317653599999996,0.011423281722324995,0.011423281722324995,0.009197756971474794,0.009197756971474794,0.013496127551671021,0.05231649144915628,0.01849224661988824,0.01849224661988824,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3570_to_3820,3695,235,1817,1,1,0.006293962628068243,0.006293962628068243,0.020821481700000005,0.0491508505,0.013047563971347518,0.013047563971347518,0.010188797927230753,0.010188797927230753,0.033706248689936276,0.07956642155178027,0.021121668589805114,0.021121668589805114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3570_to_3820,3695,310,956,1,1,0.015309994155230128,0.015309994155230128,0.0207786076,0.07667761640000001,0.02219188612466437,0.02219188612466437,0.024784137741631396,0.024784137741631396,0.03363684320295994,0.12412732410537028,0.03592468794459922,0.03592468794459922,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3570_to_3820,3695,507,1881,1,1,0.0075416006914938855,0.0075416006914938855,0.0204558188,0.0493487801,0.015753236502534476,0.015753236502534476,0.012208500436723878,0.012208500436723878,0.03311430596358922,0.07988683411496014,0.02550166769475435,0.02550166769475435,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3570_to_3820,3695,335,2450,1,1,0.007608816897224495,0.007608816897224495,0.0164168198,0.052861902700000005,0.016007299707287512,0.016007299707287512,0.012317311431973552,0.012317311431973552,0.02657589017195975,0.08557395022609816,0.02591295050765657,0.02591295050765657,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3580_to_3830,3705,218,1782,1,1,0.005674245386363636,0.005674245386363636,0.0083378829,0.024546617700000002,0.010890544424195662,0.010890544424195662,0.009161401571911112,0.009161401571911112,0.013462000372779703,0.0396319522103004,0.017583421937755438,0.017583421937755438,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3580_to_3830,3705,227,1709,1,1,0.005326460581743715,0.005326460581743715,0.0209202701,0.0492520994,0.011231699548953257,0.011231699548953257,0.008599882631720611,0.008599882631720611,0.033777001579723805,0.07952039965480721,0.018134236871443516,0.018134236871443516,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3580_to_3830,3705,276,879,1,1,0.015135678362116045,0.015135678362116045,0.0208900996,0.05687691980000001,0.02088255476139394,0.02088255476139394,0.024437439359226296,0.024437439359226296,0.03372828954009478,0.09183111885034527,0.033716107956190865,0.033716107956190865,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3580_to_3830,3705,484,1771,1,1,0.007620886097346132,0.007620886097346132,0.0205056138,0.0489848856,0.015481760579844465,0.015481760579844465,0.012304367033433067,0.012304367033433067,0.03310751469292962,0.07908896732140135,0.024996209373143428,0.024996209373143428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3580_to_3830,3705,324,2371,1,1,0.011856449455799228,0.011856449455799228,0.0204468768,0.061739221200000007,0.016840761251035813,0.016840761251035813,0.01914293219371226,0.01914293219371226,0.03301268036563342,0.0996815892928322,0.027190395566641757,0.027190395566641757,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200703_20-07825_HIV09-00618_FL18_S6_L000,3590_to_3840,3715,210,1729,1,1,0.005665890194736843,0.005665890194736843,0.0122080343,0.0326949769,0.010900638081398953,0.010900638081398953,0.00912608262515808,0.00912608262515808,0.019663552572207674,0.05266199138384346,0.017557721801633314,0.017557721801633314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200709_20-07994_HIV07-01067_FL21_S1_L000,3590_to_3840,3715,215,1660,1,1,0.005424871020903615,0.005424871020903615,0.0167038515,0.045285565,0.011743935782716802,0.011743935782716802,0.008737871625818102,0.008737871625818102,0.02690499175027711,0.0729417256093086,0.018916026363726936,0.018916026363726936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08518_HIV10-02405_FL24_S14_L000,3590_to_3840,3715,273,850,1,1,0.011334685141999994,0.011334685141999994,0.0208383746,0.05683770739999999,0.02022086614341737,0.02022086614341737,0.01825684395227642,0.01825684395227642,0.03356449239878504,0.09154882924466039,0.03256986789975366,0.03256986789975366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200724_20-08522_HIV11-02415_FL24_S18_L000,3590_to_3840,3715,468,1668,1,1,0.007904502677937648,0.007904502677937648,0.0203501423,0.0446650876,0.015536311280094804,0.015536311280094804,0.012731828904247369,0.012731828904247369,0.03277809376469045,0.0719423190156716,0.02502442785849048,0.02502442785849048,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814_20-09728_HIV09-02843_FL30_S2_L000,3590_to_3840,3715,329,2308,1,1,0.00844411338695841,0.00844411338695841,0.0205016601,0.057352500599999995,0.01708838147737045,0.01708838147737045,0.013600983043612458,0.013600983043612458,0.033022144375354716,0.09237800967643678,0.027524356444035683,0.027524356444035683,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
